id,name,address,birth_date,phone,email,excluded,approved,balance,country
25218,Michelle Smith,Unit 5989 Box 2945 DPO AA 30201,1981-06-25,463-414-6862,watsonmary@example.net,False,True,970544,US
26202,David Harris,"97429 April Alley Suite 438 North Larrytown, NE 07461",2009-09-18,001-601-727-5467x242,gcarroll@example.org,False,True,679412,US
68479,Cindy Brown,"126 Smith Locks Donnatown, NC 63698",1978-06-18,001-224-284-5885,pbullock@example.net,False,True,109814,US
95150,Sherri Bennett,"2606 April Bridge Martinmouth, GA 47912",2014-04-18,862-283-1041,xmiller@example.com,False,True,641939,US
77132,Kathleen Allen,"4699 Elizabeth Turnpike Sonyahaven, NJ 50751",1993-05-08,+1-222-357-3472x640,erinkelley@example.net,False,True,227288,US
94361,Scott Lee,"624 Campbell Wells Susanburgh, CA 51588",1991-04-17,586.599.1658x240,richard29@example.net,False,True,946504,US
24811,George Salinas,"947 Nicole Junctions North Joshuamouth, WY 28019",1997-06-28,001-830-621-2877,woodshector@example.org,False,False,63323,US
33015,Jennifer Martinez,"48255 Kristen Squares Apt. 786 South Pamelatown, ID 11610",1996-12-11,805.811.2908,anthonylong@example.com,False,True,856929,US
84707,Lacey Byrd,"PSC 4973, Box 3817 APO AE 10965",1983-05-07,408.184.9775x45684,bhartman@example.com,False,True,481390,US
6565,Joshua Underwood,"57696 Jeffrey Lodge Apt. 336 Gloverburgh, DE 41060",2012-09-14,374.764.7639x51481,diananelson@example.com,False,True,221640,US
34328,Timothy Moore,"61613 Johnathan Cape Suite 862 West Matthew, AR 07896",1970-11-03,(836)728-2779x477,sandrareed@example.org,False,True,219556,US
53906,Kenneth Gross,"967 Rachel Mill Apt. 364 West Haley, IA 95510",2019-10-21,001-276-840-5671x29607,sharon25@example.com,False,True,414517,US
26777,Shaun Garcia,"595 Connie Roads Apt. 140 Alexisland, GU 72436",1985-10-27,165-369-5056,travisnolan@example.org,False,True,422066,US
46133,Lisa Snyder,"0333 Ortiz Extension Suite 897 North Jennifer, NV 27904",1978-01-27,(996)584-2806x3696,jacksonsarah@example.org,True,True,269971,US
39921,Joseph Hooper,"72806 Peterson Flats Suite 285 Millerville, SD 89793",1979-01-19,495-116-2529,fletchertara@example.org,False,True,829858,US
63222,Stephen Torres,"52669 Combs Mills South Anastad, MA 82280",2000-11-03,+1-992-307-1005x61918,deannahall@example.net,False,True,907616,US
52778,Gerald Kaiser,"0497 Justin Locks Suite 860 Butlerburgh, CO 70417",1984-05-24,001-785-314-2843x4410,smithkayla@example.com,False,True,398103,US
10568,Michele Rodriguez,"5451 Hill Brook Apt. 784 New Brittany, VT 63800",2017-05-09,2073668431,thomasroberts@example.net,False,True,990902,US
99720,Jennifer Hoffman,USCGC Brooks FPO AE 99769,1980-03-09,048-516-0329x0867,estesrichard@example.org,False,True,256875,US
21391,Christopher Hendricks,"PSC 9173, Box 8973 APO AA 10322",2007-08-19,528.863.3141x067,amanda32@example.com,False,True,647617,US
38756,William Powell,"13806 Stephen Spurs New Jeffreyton, GU 18475",2004-03-18,626-750-5777x0017,qrobinson@example.com,False,True,165175,US
1755,Amanda Patton,"59886 John Points New Marystad, NE 31037",1995-02-10,791-453-0445,bsantiago@example.com,False,True,581112,US
62596,Sandra Craig,"PSC 7157, Box 3809 APO AA 60643",1999-10-28,001-783-176-9485x234,jenniferkelly@example.com,False,True,648373,US
49380,Wanda Mcfarland,"0337 Williams Spur Apt. 454 New Grace, NJ 67584",2013-05-02,001-941-526-1234x39574,ktucker@example.net,False,True,801086,US
50234,Jamie Hill,"51150 Patricia Centers Lake Adambury, LA 69618",1992-03-02,(154)169-7562x69592,xelliott@example.org,False,True,10653,US
82316,Kyle Chen,"35767 Rocha Branch Stewartborough, WI 39670",1992-03-04,477.883.4348,kennethevans@example.net,False,True,466620,US
7951,Kevin Ross,"358 Becker Vista Nguyenstad, VI 54826",2018-03-14,001-702-933-8769x0147,omosley@example.org,False,True,533744,US
19626,David Patterson,USNS Rice FPO AP 16761,1974-06-09,(862)448-5877,nwilliams@example.net,False,True,510730,US
10527,Andrew Liu,"383 Peggy Locks Suite 407 Port Tammy, AS 77103",1996-10-17,7638338819,xtran@example.com,False,True,577840,US
99565,Ryan Smith,"PSC 5479, Box 5343 APO AP 23891",1989-12-15,(871)401-6071,brodriguez@example.net,False,True,167968,US
93903,Stephanie Case,"80584 Karina Mountain Suite 242 Thomasview, NJ 74398",2000-10-08,9852485763,thomas77@example.com,False,True,874405,US
76851,William Powell,"7347 Rodriguez Garden Apt. 457 Rachelmouth, ME 72167",1992-12-25,430.275.3914,sbrooks@example.org,False,True,762068,US
4817,Andrew Olson DVM,"4153 Cheyenne Fort Lake Emily, DE 04997",2022-09-07,149.034.4654x047,rayjames@example.org,False,True,644087,US
